"language","rightsHolder","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","class","order","higherClassification","taxonRank"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:216cd981c79a4c417f03addad2efb7d2","Oreochromis aureus (Steindachner, 1864)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5c77ae5ae2856b3f7b76c763d9332dc4","Oreochromis mossambicus (W. K. H. Peters, 1852)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e2b8acbc011fe67df239a609d7a08b29","Oreochromis niloticus (Linnaeus, 1758)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:302df63fb3078785f79cba83d1a6f584","Osphronemus goramy Lacépède, 1801","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ad291f2905e088aa188638a5fd37cc87","Pachychilon pictum (Heckel & Kner, 1858)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:99c5b81031f80702113f0aa6df5ca6d1","Pimephales promelas (Rafinesque, 1820)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:d4f85054347538f14ae59e7a0581f809","Pisodonophis semicinctus (Richardson, 1848)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:30000779b31dfaac01283fe38042e4f7","Poecilia reticulata W. K. H. Peters, 1859","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:bddde9d253e06fcfeef0276ae26d2fc0","Proterorhinus semilunaris (Heckel, 1837)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:db0fb79d6e85682ed2357df5426da74c","Pseudorasbora parva Temminck & Schlegels, 1846","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:85a8d248e2ee3ac64add9d73fa30ac59","Rhodeus amarus (Bloch, 1782)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ab0c8e11a5ee827fc0104828eb165ab1","Rhodeus sericeus (Pallas, 1776)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:61f609684b41958d43a905df2ac3bcae","Romanogobio belingi (Slastenenko, 1934)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:199fffc9afef92cf4608fbf07f0f51a2","Salmo salar Linnaeus, 1758","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:6ef090364e99246b79cc9424a37858c2","Salvelinus alpinus (Linnaeus, 1758)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:2aa7a305f2ca559a212b594131f87c9d","Salvelinus fontinalis (Mitchill, 1814)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:9b35d5f301abbb64161ba9f951ef5758","Salvelinus malma (Walbaum, 1792)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:b3e053a132f535d17e7be113ad1619be","Salvelinus namaycush (Walbaum, 1792)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:9714400f6dfd1071e3e064ea582d8045","Sander lucioperca (Linnaeus, 1758)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:199f2055a7bf2e3a83c243345ccabc84","Sander vitreus (Mitchill, 1818)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:896e6bb548b9565f733fb2a020420675","Sebastes schlegelii Hilgendorf, 1880","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:212ba5d14ebbbf52a10ba0c2d3121636","Silurus glanis Linnaeus, 1758","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e0dbf619d9b5e86b06fa4307baad3acc","Tetraodon fluviatilis F. Hamilton, 1822","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:a047d3bc7e7c7b20a24fc24ce0296dc0","Thymallus thymallus (Linnaeus, 1758)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:fcad2a74e3b9e8dc6df43550b4b6f754","Tilapia zillii (Gervais, 1848)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:6411c7a95798a1cdccf0bb07924b2c63","Trinectes maculatus (Bloch & J. G. Schneider, 1801)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:50aba5f329c45dc8080e98a8fcd211ef","Umbra krameri Walbaum, 1792","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:88944a22b679a67c1fb20f3db5960057","Umbra pygmaea (DeKay, 1842)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:a10cc22ebdc976cb5cbae66fa6b2b376","Vimba vimba (Linnaeus, 1758)","Animalia","Chordata","","","Animalia | Chordata | Osteichthyes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:b3beccfa68d2822df255d578695c1b75","Aix galericulata (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:65669444b9afc4d9903e65351cb63e2c","Aix sponsa (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:62d4575da0e1ffbcc06c9be55c857e34","Alopochen aegyptiacus (Linnaeus 1766)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:88abea2119e9b7d9bc0d7e5595d3e88a","Anas acuta (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:775de949f9a7cddc664be493a12f1afa","Anas americana Gmelin, 1789","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:498e599b6579da7eab48715fe6a994c9","Anas bahamensis (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:d0cfa25e0aad16da38bc1d3c0ecb0f2d","Anas capensis Gmelin, 1789","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:76bfbc043ffeaee11a265cc0a9db9e4f","Anas castanea (Eyton, 1838)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:13eee1331f9710bb25a636bf365fe5a4","Anas cyanoptera Vieillot, 1816","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:7b14348a332524ad993da6e108ae7027","Anas discors (Linnaeus 1766)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:517d479d76289daba42b844edcdbcd8a","Anas erythrorhyncha Gmelin, 1789","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:4f7c9d578b677afeb0170473adde9ff9","Anas falcata (Georgi 1775)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e543af2e1f53f8c87ec74e3205f8f742","Anas flavirostris (Vieillot, 1816)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:4a259ec57dc8f5138b7d4f22d9f7fbd7","Anas formosa Georgi, 1775","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e425894f964b3cd9f90fc491557480da","Anas georgica Gmelin, 1789","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:be422a8361f38c10bdb881de824941cd","Anas hottentota (Eyton, 1838)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:f1b024c67bd52355976819cfffcfb16c","Anas luzonica Fraser, 1839","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:227918d63826d0a2ad2f70112b9d0b58","Anas penelope Linnaeus, 1758","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:4c29638f45cda2e64639056ed2e6df9e","Anas platalea Vieillot, 1816","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ddfdf8d8fc0ef7a399041d1e23e4be66","Anas platyrhynchos Linnaeus, 1758","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:8418e2a3b3e442d46a501ad92bfd610a","Anas rhynchotis Latham 1802","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:a27388766cce12a5b87ded06eac43a22","Anas sibilatrix Poeppig, 1829","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:c16544ae32be8b167fc2dcd3f5c899bb","Anas strepera (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:cfe5f87f5628bc7b849c721f058a14fe","Anas undulata Dubois, 1839","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:745666a4ec75f9ba6a1d38a6571dfb58","Anas versicolor Vieillot, 1816","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:97c7ae93f55b37861aed228f591154ca","Anser albifrons (Scopoli 1769)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:a697ab15007a13a96ee5fd49c6451d0f","Anser anser (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:16cf9fdeb262c7dd423adba417555eab","Anser brachyrhynchus (Baillon 1834)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:d9c1297df06db97bc8180e5af41ffb5b","Anser caerulescens (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5d951ba3e6532408900c60241c3a874f","Anser canagica (Sevastianov 1802)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:80edb737a7f8401dc1016020af8123b0","Anser cygnoides (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5586e558b4a173a3783f285053ac8e7d","Anser erythropus (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:73227049cfe7589eb75d73ad7a074f20","Anser fabalis (Latham 1787)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ebd539406b8dfe7128bbe7142e74f7a1","Anser indicus (Latham 1790)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ea4b05db97afd1b0eafa4bb1789eb1f4","Anser rossii (Cassin 1861)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:3072e07e96615e5810ecb18919e598eb","Anseranas semipalmata (Latham, 1798)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:0f7821492baab14713fb588382322dac","Aythya americana (Eyton, 1838)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e60aa76ec8bc9f7bcf39f8bd0dac1aa8","Aythya baeri (Radde, 1863)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:43ad5a9d0615d7da7b827f5dab4c72e8","Aythya ferina (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:82d0a735a6a69d5ae8e8d7ddbd83ef83","Aythya novaeseelandiae (Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:8d080ecaedb20334b53f5133e62966c6","Aythya nyroca (Güldenstädt, 1770)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:bcd201bb79754c8c61694195e1a1cbb6","Aythya valisineria (Wilson, 1814)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:74b602f13ca53a991889bfc730a05aca","Branta bernicla (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:78a8e6e046d41692cb3903e0196146dd","Branta canadensis (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5c5c94c7420c04810ccdcbfaf70a0fea","Branta hutchinsii (Richardson, 1832)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:3318600a031105b718371d0adf12cab4","Branta leucopsis (Bechstein 1803)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5101b869543347dd66307a15bb20e13c","Branta ruficollis (Pallas, 1769)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:b720c88da429867c05309dfb628d788b","Branta sandvicensis (Vigors, 1833)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:639fb4499854ab0a31f6ce1a3c449250","Bucephala albeola (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:284ae1fc516b9a8f28095e24922c90fc","Bucephala islandica (Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:d59d72015bc65076b6c3686355a864a3","Cairina moschata (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:bf0fc4d5cb565d810014900c5b8a3dd3","Callonetta leucophrys (Vieillot, 1816)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:8aec80e4c64f45d6cbe579d3ea202646","Chenonetta jubata (Latham, 1802)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:3c8486683c70b1652cfae1b90a0d5367","Chloephaga picta (Gmelin 1789)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:ad233f49c152124687b659635a42fa54","Coscoroba coscoroba (Molina, 1782)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:a53e697da06e2f535f092ca2835dbded","Cyanochen cyanoptera (Rüppell, 1845)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:1c537ed9bb44a0b7b21b7232abc0a494","Cygnus atratus (Latham 1790)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:7e05660fd178f3ac78cd84718c5800f0","Cygnus buccinator Richardson, 1832","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:b8a117492f415f783d5e2952a32f5a05","Cygnus cygnus (Linnaeus 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:88d423478221b9a7eaca39269ea16eed","Cygnus melanocoryphus (Molina, 1782)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:9e6c4c3836a32b4fe2c4c0a29088ebc9","Dendrocygna autumnalis (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:14f0ef59e13a77a68895e3e1fbea46fa","Dendrocygna bicolor (Vieillot, 1816)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:142be25759aea50dbe71abc3398c5a9f","Dendrocygna javanica (Horsfield, 1821)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:761ac45b2da0f42f9b5c38cafe5d2ac6","Dendrocygna viduata (Linnaeus, 1766)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:e23f8ebe3e94ba1c2830a0c807e7d203","Heteronetta atricapilla (Merrem, 1841)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:fe7e0db93bd77d8a239ac682413dc2bb","Lophodytes cucullatus (Linnaeus, 1758)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:3cf1c4edb27a19095f38289e5570f790","Lophonetta specularoides (King, 1828)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:1aace1ca8269a30fc8bb7b8b97a5ec9f","Marmaronetta angustirostris (Menetries, 1832)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:18a43f4f53bf4a304f2f6e9cd1eeed28","Neochen jubata (Spix, 1825)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:5bb0a072a7ee3448d9b3c0c9a9e994d2","Netta peposaca (Vieillot, 1816)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
"en","University of Cambridge","","RINSE - pathways and vectors of biological invasions in Northwest Europe","rinse-pathways-checklist:taxon:7a0b4360e84a008896440e005dad2f1d","Netta rufina (Pallas 1773)","Animalia","Chordata","Aves","Anseriformes","Animalia | Chordata | Aves | Anseriformes","species"
